SiteID,1566321,Site Timezone,-6,Data Timezone,-6,Longitude,-90.3634643555,Latitude,42.9575462341
Year,Month,Day,Hour,Minute,power - DEPRECATED,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 100m (C),air pressure at 100m (Pa),density - DEPRECATED
2013,3,29,23,30,N/A,152.24,8.58,5.98,96750,N/A
2013,3,30,0,30,N/A,155.72,9.48,6.1000000000000005,96710,N/A
2013,3,30,1,30,N/A,158.03,10.35,5.74,96660,N/A
2013,3,30,2,30,N/A,166.39000000000001,11.46,5.22,96640,N/A
2013,3,30,3,30,N/A,171.86,12.56,4.76,96590,N/A
2013,3,30,4,30,N/A,171.02,12.42,4.5600000000000005,96510,N/A
2013,3,30,5,30,N/A,173.56,12.4,3.62,96450,N/A
2013,3,30,6,30,N/A,176.95000000000002,13.1,3.25,96410,N/A
2013,3,30,7,30,N/A,178.88,10.17,3.45,96360,N/A
2013,3,30,8,30,N/A,184.78,9.870000000000001,5.18,96300,N/A
2013,3,30,9,30,N/A,183.97,9.23,6.74,96260,N/A
2013,3,30,10,30,N/A,188.17000000000002,10.13,8.870000000000001,96190,N/A
2013,3,30,11,30,N/A,194.63,11.5,10.26,96120,N/A
2013,3,30,12,30,N/A,196.74,12.44,11.21,96010,N/A
2013,3,30,13,30,N/A,207.92000000000002,12.18,11.69,95960,N/A
2013,3,30,14,30,N/A,211.55,11.11,12.120000000000001,95900,N/A
2013,3,30,15,30,N/A,237.94,8.42,11.09,95860,N/A
2013,3,30,16,30,N/A,251.27,8.57,8.72,95860,N/A
2013,3,30,17,30,N/A,221.97,9.18,8.540000000000001,95790,N/A
2013,3,30,18,30,N/A,206.56,10.89,7.98,95780,N/A
2013,3,30,19,30,N/A,269.02,4.15,7.3100000000000005,95800,N/A
2013,3,30,20,30,N/A,312.82,4.8,6.07,95770,N/A
2013,3,30,21,30,N/A,323.56,6.38,4.86,95720,N/A
2013,3,30,22,30,N/A,315.01,6.43,3.3200000000000003,95680,N/A
2013,3,30,23,30,N/A,309.92,7.2,3.11,95660,N/A
2013,3,31,0,30,N/A,301.49,7.36,3.0300000000000002,95650,N/A
2013,3,31,1,30,N/A,299.89,7.25,2.91,95640,N/A
2013,3,31,2,30,N/A,302.40000000000003,7.73,2.2,95610,N/A
2013,3,31,3,30,N/A,293.17,5.42,1.58,95580,N/A
2013,3,31,4,30,N/A,292.11,7.3500000000000005,-0.31,95560,N/A
2013,3,31,5,30,N/A,284.67,9.64,-0.26,95520,N/A
2013,3,31,6,30,N/A,283.2,9.700000000000001,-0.36,95520,N/A
2013,3,31,7,30,N/A,286.33,9.97,-0.51,95510,N/A
2013,3,31,8,30,N/A,289.66,8.55,-0.08,95500,N/A
2013,3,31,9,30,N/A,280.13,6.75,0.6,95530,N/A
2013,3,31,10,30,N/A,279.25,7.890000000000001,1.2,95540,N/A
2013,3,31,11,30,N/A,276.03000000000003,7.21,1.85,95550,N/A
2013,3,31,12,30,N/A,287.93,9.370000000000001,3.49,95550,N/A
2013,3,31,13,30,N/A,292.18,10.120000000000001,4.59,95540,N/A
2013,3,31,14,30,N/A,298.82,10.43,4.4,95580,N/A
2013,3,31,15,30,N/A,299.22,10.200000000000001,4.36,95610,N/A
2013,3,31,16,30,N/A,305.59000000000003,11.870000000000001,3.19,95600,N/A
2013,3,31,17,30,N/A,295.02,9.370000000000001,1.8900000000000001,95630,N/A
2013,3,31,18,30,N/A,306.64,10.97,0.87,95740,N/A
2013,3,31,19,30,N/A,317.03000000000003,10.5,0.26,95830,N/A
2013,3,31,20,30,N/A,318.7,10.6,-0.76,95900,N/A
2013,3,31,21,30,N/A,319.41,10.16,-1.54,95930,N/A
2013,3,31,22,30,N/A,326.85,11.74,-2.47,95960,N/A
2013,3,31,23,30,N/A,329.28000000000003,10.24,-3.23,96030,N/A
2013,4,1,0,30,N/A,330.14,10.28,-3.81,96080,N/A
2013,4,1,1,30,N/A,327.98,9.33,-4.3500000000000005,96140,N/A
2013,4,1,2,30,N/A,328.46,8.93,-4.76,96210,N/A
2013,4,1,3,30,N/A,329.07,8.71,-5.1000000000000005,96270,N/A
2013,4,1,4,30,N/A,328.54,8.39,-5.32,96340,N/A
2013,4,1,5,30,N/A,323.75,8.03,-5.53,96390,N/A
2013,4,1,6,30,N/A,324.18,8.09,-5.73,96460,N/A
2013,4,1,7,30,N/A,323.45,8.39,-5.47,96520,N/A
2013,4,1,8,30,N/A,321.52,8,-4.99,96560,N/A
2013,4,1,9,30,N/A,320.05,7.8100000000000005,-4.24,96600,N/A
2013,4,1,10,30,N/A,317.46,7.46,-3.41,96620,N/A
2013,4,1,11,30,N/A,314.72,7.53,-2.5500000000000003,96620,N/A
2013,4,1,12,30,N/A,314.35,7.97,-1.73,96610,N/A
2013,4,1,13,30,N/A,313.04,8.45,-1,96600,N/A
2013,4,1,14,30,N/A,313.40000000000003,8.540000000000001,-0.42,96610,N/A
2013,4,1,15,30,N/A,313.52,8.48,-0.06,96610,N/A
2013,4,1,16,30,N/A,315.73,8.34,0.02,96620,N/A
2013,4,1,17,30,N/A,321.88,8.22,-0.21,96630,N/A
2013,4,1,18,30,N/A,326.91,9.23,-0.63,96660,N/A
2013,4,1,19,30,N/A,320.88,8.5,-1.58,96700,N/A
2013,4,1,20,30,N/A,326.45,10.85,-1.9100000000000001,96730,N/A
2013,4,1,21,30,N/A,330.08,10.46,-2.49,96730,N/A
2013,4,1,22,30,N/A,328.87,10.01,-2.88,96740,N/A
2013,4,1,23,30,N/A,329.40000000000003,9.23,-3.04,96770,N/A
2013,4,2,0,30,N/A,322.73,7.96,-3.54,96800,N/A
2013,4,2,1,30,N/A,321.36,7.88,-3.79,96830,N/A
2013,4,2,2,30,N/A,324.08,7.58,-4.07,96850,N/A
2013,4,2,3,30,N/A,313.19,6.96,-4.46,96870,N/A
2013,4,2,4,30,N/A,318.09000000000003,7.13,-4.54,96890,N/A
2013,4,2,5,30,N/A,310.41,6.8500000000000005,-4.62,96920,N/A
2013,4,2,6,30,N/A,311.07,6.38,-4.95,96950,N/A
2013,4,2,7,30,N/A,312.99,4.88,-4.44,96980,N/A
2013,4,2,8,30,N/A,303.18,4.8100000000000005,-3.0300000000000002,96990,N/A
2013,4,2,9,30,N/A,300.32,4.82,-1.87,97010,N/A
2013,4,2,10,30,N/A,299.29,5.79,-0.77,97000,N/A
2013,4,2,11,30,N/A,297.19,7.17,-0.18,96980,N/A
2013,4,2,12,30,N/A,302.64,6.71,0.44,96950,N/A
2013,4,2,13,30,N/A,305.89,7.22,0.97,96930,N/A
2013,4,2,14,30,N/A,310.24,6.71,1.42,96930,N/A
2013,4,2,15,30,N/A,320.54,6.3500000000000005,1.58,96950,N/A
2013,4,2,16,30,N/A,329.26,6.17,1.5,96970,N/A
2013,4,2,17,30,N/A,348.57,7.25,0.99,97000,N/A
2013,4,2,18,30,N/A,312.55,7.58,0.97,97030,N/A
2013,4,2,19,30,N/A,354.94,7.08,0.25,97090,N/A
2013,4,2,20,30,N/A,351.55,7.2,-0.25,97130,N/A
2013,4,2,21,30,N/A,342.7,6.99,-0.03,97150,N/A
2013,4,2,22,30,N/A,339.88,5.58,-1.3,97150,N/A
2013,4,2,23,30,N/A,352.39,6.8,-0.81,97180,N/A
2013,4,3,0,30,N/A,350.05,7.07,-1.1,97210,N/A
2013,4,3,1,30,N/A,349.88,5.87,-1.6500000000000001,97230,N/A
2013,4,3,2,30,N/A,1.03,4.7,-2.35,97280,N/A
2013,4,3,3,30,N/A,20.19,3.8200000000000003,-2.65,97300,N/A
2013,4,3,4,30,N/A,40.93,2.87,-2.25,97350,N/A
2013,4,3,5,30,N/A,86.27,2.86,-2.58,97390,N/A
2013,4,3,6,30,N/A,110.61,3.2,-2.91,97440,N/A
2013,4,3,7,30,N/A,128.35,2.33,-2.62,97480,N/A
2013,4,3,8,30,N/A,118.66,2.39,-0.75,97500,N/A
2013,4,3,9,30,N/A,125.61,2.7600000000000002,0.27,97500,N/A
2013,4,3,10,30,N/A,135.06,3.02,1.1300000000000001,97470,N/A
2013,4,3,11,30,N/A,138.42000000000002,3.0300000000000002,1.98,97430,N/A
2013,4,3,12,30,N/A,171.49,4.23,2.8000000000000003,97390,N/A
2013,4,3,13,30,N/A,164.16,4.07,3.52,97330,N/A
2013,4,3,14,30,N/A,162.44,5.44,4,97280,N/A
2013,4,3,15,30,N/A,184.25,5.87,4.41,97230,N/A
2013,4,3,16,30,N/A,183.21,5.7700000000000005,4.58,97180,N/A
2013,4,3,17,30,N/A,188.87,7.0600000000000005,4.32,97120,N/A
2013,4,3,18,30,N/A,195.08,8.99,4.13,97080,N/A
2013,4,3,19,30,N/A,186.11,9.41,3.97,97080,N/A
2013,4,3,20,30,N/A,190.19,10.68,4.03,97040,N/A
2013,4,3,21,30,N/A,191.9,10.82,4.03,96970,N/A
2013,4,3,22,30,N/A,195.20000000000002,11.36,3.5,96910,N/A
2013,4,3,23,30,N/A,198.33,12.8,3.58,96870,N/A
2013,4,4,0,30,N/A,204.09,12.81,3.18,96840,N/A
2013,4,4,1,30,N/A,206.95000000000002,12.6,2.79,96800,N/A
2013,4,4,2,30,N/A,206.31,11.63,1.77,96780,N/A
2013,4,4,3,30,N/A,211.02,11.63,1.57,96720,N/A
2013,4,4,4,30,N/A,214.75,11.72,1.3800000000000001,96700,N/A
2013,4,4,5,30,N/A,216.15,11.5,0.96,96650,N/A
2013,4,4,6,30,N/A,214.68,10.4,0.5700000000000001,96640,N/A
2013,4,4,7,30,N/A,220.39000000000001,8.18,1.43,96600,N/A
2013,4,4,8,30,N/A,225.76,7.5600000000000005,3.5300000000000002,96560,N/A
2013,4,4,9,30,N/A,233.95000000000002,7.8100000000000005,5.7,96510,N/A
2013,4,4,10,30,N/A,240.36,8.620000000000001,7.23,96460,N/A
2013,4,4,11,30,N/A,248.96,8.67,8.55,96410,N/A
2013,4,4,12,30,N/A,252.32,8.34,9.540000000000001,96340,N/A
2013,4,4,13,30,N/A,260.67,8.24,10.51,96280,N/A
2013,4,4,14,30,N/A,266.83,8.74,10.9,96270,N/A
2013,4,4,15,30,N/A,283.75,8.120000000000001,10.370000000000001,96250,N/A
2013,4,4,16,30,N/A,284.79,7.0600000000000005,10.3,96230,N/A
2013,4,4,17,30,N/A,296.52,5.57,10.31,96220,N/A
2013,4,4,18,30,N/A,312.36,6.76,10.23,96250,N/A
2013,4,4,19,30,N/A,308.23,7.57,10.15,96260,N/A
2013,4,4,20,30,N/A,337.07,12.06,8.46,96310,N/A
2013,4,4,21,30,N/A,345.17,11.870000000000001,7.0600000000000005,96330,N/A
2013,4,4,22,30,N/A,4.83,11.76,6.32,96360,N/A
2013,4,4,23,30,N/A,22.96,12.19,4.37,96410,N/A
2013,4,5,0,30,N/A,42.39,13.85,2.49,96460,N/A
2013,4,5,1,30,N/A,43.79,12.780000000000001,1.47,96520,N/A
2013,4,5,2,30,N/A,39.78,9.75,0.7000000000000001,96570,N/A
2013,4,5,3,30,N/A,37.18,9.81,0.14,96620,N/A
2013,4,5,4,30,N/A,39.26,8.92,-0.8,96680,N/A
2013,4,5,5,30,N/A,51.65,8.9,-1.61,96730,N/A
2013,4,5,6,30,N/A,55.36,8.44,-2.09,96780,N/A
2013,4,5,7,30,N/A,58.38,5.67,-1.2,96840,N/A
2013,4,5,8,30,N/A,66.67,4.49,0.63,96880,N/A
2013,4,5,9,30,N/A,70.74,4.63,2.1,96890,N/A
2013,4,5,10,30,N/A,83.75,4.17,3.22,96840,N/A
2013,4,5,11,30,N/A,101.44,3.41,4.24,96810,N/A
2013,4,5,12,30,N/A,116.32000000000001,3.31,5.1000000000000005,96780,N/A
2013,4,5,13,30,N/A,123.45,3.61,5.84,96710,N/A
2013,4,5,14,30,N/A,146.04,3.0500000000000003,6.41,96690,N/A
2013,4,5,15,30,N/A,130.6,4.48,6.88,96590,N/A
2013,4,5,16,30,N/A,144.17000000000002,4.7700000000000005,6.97,96570,N/A
2013,4,5,17,30,N/A,149.23,5.23,6.92,96550,N/A
2013,4,5,18,30,N/A,126.18,8.68,6.28,96490,N/A
2013,4,5,19,30,N/A,145.67000000000002,6.36,5.39,96490,N/A
2013,4,5,20,30,N/A,125.69,9.08,5.04,96430,N/A
2013,4,5,21,30,N/A,125.16,11.32,3.65,96360,N/A
2013,4,5,22,30,N/A,129.13,13.26,2.62,96280,N/A
2013,4,5,23,30,N/A,129.87,12.17,2.21,96260,N/A
2013,4,6,0,30,N/A,128.85,12.49,1.87,96240,N/A
2013,4,6,1,30,N/A,129.62,12.42,1.55,96190,N/A
2013,4,6,2,30,N/A,131.61,12.81,1.37,96110,N/A
2013,4,6,3,30,N/A,134.77,13.41,1.37,96020,N/A
2013,4,6,4,30,N/A,139.76,13.52,1.36,95940,N/A
2013,4,6,5,30,N/A,144.76,12.97,1.43,95870,N/A
2013,4,6,6,30,N/A,148.74,14.27,1.8800000000000001,95770,N/A
2013,4,6,7,30,N/A,155.77,13.97,2.99,95700,N/A
2013,4,6,8,30,N/A,164.65,12.23,4.54,95610,N/A
2013,4,6,9,30,N/A,163.01,13.280000000000001,6.51,95460,N/A
2013,4,6,10,30,N/A,167.17000000000002,11.96,8.56,95330,N/A
2013,4,6,11,30,N/A,172.45000000000002,11.77,11.200000000000001,95250,N/A
2013,4,6,12,30,N/A,181.04,14.450000000000001,12.34,95170,N/A
2013,4,6,13,30,N/A,193.85,14.44,15.540000000000001,95030,N/A
2013,4,6,14,30,N/A,199.14000000000001,14.91,13.56,95020,N/A
2013,4,6,15,30,N/A,197.79,13.64,12.58,94970,N/A
2013,4,6,16,30,N/A,196.92000000000002,12.4,13.21,94910,N/A
2013,4,6,17,30,N/A,210.06,12.85,12.77,94900,N/A
2013,4,6,18,30,N/A,211.73000000000002,12.950000000000001,12.22,94870,N/A
2013,4,6,19,30,N/A,225.95000000000002,11.16,12.07,94890,N/A
2013,4,6,20,30,N/A,271.44,10.93,11.57,94940,N/A
2013,4,6,21,30,N/A,294.83,13.36,7.88,94990,N/A
2013,4,6,22,30,N/A,306.2,13.55,5.58,95040,N/A
2013,4,6,23,30,N/A,311.05,12.4,4.42,95120,N/A
2013,4,7,0,30,N/A,307.41,6.99,3.93,95220,N/A
2013,4,7,1,30,N/A,308.84000000000003,11.44,2.06,95300,N/A
2013,4,7,2,30,N/A,311.14,10.86,1.37,95390,N/A
2013,4,7,3,30,N/A,315.03000000000003,9.89,0.9500000000000001,95470,N/A
2013,4,7,4,30,N/A,318.39,9.19,0.66,95560,N/A
2013,4,7,5,30,N/A,321.04,8.09,0.24,95620,N/A
2013,4,7,6,30,N/A,322.05,7.67,0.14,95710,N/A
2013,4,7,7,30,N/A,307.28000000000003,4.96,-0.02,95810,N/A
2013,4,7,8,30,N/A,315.24,3.66,0.16,95870,N/A
2013,4,7,9,30,N/A,303.68,2.72,1.12,95940,N/A
2013,4,7,10,30,N/A,289.02,2.5,3.67,95970,N/A
2013,4,7,11,30,N/A,291.48,2.5500000000000003,5.47,95970,N/A
2013,4,7,12,30,N/A,271.09000000000003,2.25,7.01,95980,N/A
2013,4,7,13,30,N/A,270.87,2.18,8.33,95960,N/A
2013,4,7,14,30,N/A,245.01,1.97,9.41,95960,N/A
2013,4,7,15,30,N/A,199.57,1.98,10.09,95940,N/A
2013,4,7,16,30,N/A,183.5,2.56,10.65,95920,N/A
2013,4,7,17,30,N/A,169.78,2.22,10.67,95880,N/A
2013,4,7,18,30,N/A,141.43,3.43,10.66,95880,N/A
2013,4,7,19,30,N/A,129.8,5.89,10.620000000000001,95870,N/A
2013,4,7,20,30,N/A,127.57000000000001,8.57,10.63,95810,N/A
2013,4,7,21,30,N/A,132.13,10.38,10.82,95750,N/A
2013,4,7,22,30,N/A,131.41,12.13,10.33,95680,N/A
2013,4,7,23,30,N/A,130.83,13.530000000000001,8.93,95600,N/A
2013,4,8,0,30,N/A,131.13,13.41,7.98,95560,N/A
2013,4,8,1,30,N/A,126.11,12.47,6.4,95500,N/A
2013,4,8,2,30,N/A,124.88000000000001,12.34,5.92,95440,N/A
2013,4,8,3,30,N/A,121.41,12.99,5.99,95340,N/A
2013,4,8,4,30,N/A,124.19,11.58,5.76,95310,N/A
2013,4,8,5,30,N/A,135.03,10.49,5.29,95300,N/A
2013,4,8,6,30,N/A,130.85,7.99,4.58,95260,N/A
2013,4,8,7,30,N/A,123.24000000000001,5.93,4.58,95240,N/A
2013,4,8,8,30,N/A,129.19,4.73,5.84,95250,N/A
2013,4,8,9,30,N/A,133.25,2.25,6.390000000000001,95300,N/A
2013,4,8,10,30,N/A,341.90000000000003,1.48,6.99,95380,N/A
2013,4,8,11,30,N/A,7.96,0.37,7.67,95440,N/A
2013,4,8,12,30,N/A,350.27,0.31,9.28,95480,N/A
2013,4,8,13,30,N/A,349.12,1.01,10.3,95540,N/A
2013,4,8,14,30,N/A,308.13,1.59,10.78,95620,N/A
2013,4,8,15,30,N/A,6.0600000000000005,3.41,10.15,95660,N/A
2013,4,8,16,30,N/A,30.89,3.37,9.120000000000001,95730,N/A
2013,4,8,17,30,N/A,40.93,4.09,8.63,95790,N/A
2013,4,8,18,30,N/A,45.79,5.29,8.23,95860,N/A
2013,4,8,19,30,N/A,49.730000000000004,7.18,7.71,95920,N/A
2013,4,8,20,30,N/A,49.29,7.74,7.41,95980,N/A
2013,4,8,21,30,N/A,50.88,8.57,6.65,95990,N/A
2013,4,8,22,30,N/A,58.83,8.64,6.16,95970,N/A
2013,4,8,23,30,N/A,59.5,9.53,5.74,95950,N/A
2013,4,9,0,30,N/A,61.18,10.31,5.55,95930,N/A
2013,4,9,1,30,N/A,64.02,10.06,5.11,95960,N/A
2013,4,9,2,30,N/A,83.03,9.03,5.16,96010,N/A
2013,4,9,3,30,N/A,79.98,8.72,5.37,95990,N/A
2013,4,9,4,30,N/A,79.5,8.58,5.28,95980,N/A
2013,4,9,5,30,N/A,76.81,10.25,5.08,95970,N/A
2013,4,9,6,30,N/A,72.56,10.21,4.62,95960,N/A
2013,4,9,7,30,N/A,71.14,9.790000000000001,4.1,95970,N/A
2013,4,9,8,30,N/A,73.24,11.34,3.61,95890,N/A
2013,4,9,9,30,N/A,84.33,8.13,3.36,95910,N/A
2013,4,9,10,30,N/A,63.07,8.76,3.09,95820,N/A
2013,4,9,11,30,N/A,63.120000000000005,9.620000000000001,3.24,95780,N/A
2013,4,9,12,30,N/A,59.15,8.71,3.3000000000000003,95800,N/A
2013,4,9,13,30,N/A,18.740000000000002,13.07,2.56,95840,N/A
2013,4,9,14,30,N/A,45.160000000000004,11.870000000000001,2.33,95990,N/A
2013,4,9,15,30,N/A,49.45,12.34,2.44,95980,N/A
2013,4,9,16,30,N/A,58.76,10.86,2.11,96030,N/A
2013,4,9,17,30,N/A,57.71,11.540000000000001,2.24,96030,N/A
2013,4,9,18,30,N/A,58.93,11.9,2,96080,N/A
2013,4,9,19,30,N/A,59.5,11.870000000000001,1.67,96060,N/A
2013,4,9,20,30,N/A,69.08,15.280000000000001,1.49,95920,N/A
2013,4,9,21,30,N/A,48.9,10.3,1.47,96110,N/A
2013,4,9,22,30,N/A,45.86,11.120000000000001,1.4000000000000001,96120,N/A
2013,4,9,23,30,N/A,52.68,12.86,1.3800000000000001,96100,N/A
2013,4,10,0,30,N/A,59.47,15.09,2.02,95980,N/A
2013,4,10,1,30,N/A,54.78,12.69,1.21,96070,N/A
2013,4,10,2,30,N/A,65.89,14.88,0.89,95920,N/A
2013,4,10,3,30,N/A,52.82,11.57,0.15,96070,N/A
2013,4,10,4,30,N/A,52.160000000000004,11.11,-0.11,96080,N/A
2013,4,10,5,30,N/A,56.550000000000004,12.200000000000001,-0.24,96040,N/A
2013,4,10,6,30,N/A,63.01,10.26,0.23,96090,N/A
2013,4,10,7,30,N/A,62.85,9.44,0.2,96100,N/A
2013,4,10,8,30,N/A,50.43,10.06,0.12,96070,N/A
2013,4,10,9,30,N/A,50.74,9.97,0.16,96050,N/A
2013,4,10,10,30,N/A,63.6,8.44,0.33,96130,N/A
2013,4,10,11,30,N/A,56.97,8.69,0.5,96120,N/A
2013,4,10,12,30,N/A,60.39,10.84,0.29,96070,N/A
2013,4,10,13,30,N/A,57.53,10.44,0.36,96050,N/A
2013,4,10,14,30,N/A,58.38,9.700000000000001,0.46,96030,N/A
2013,4,10,15,30,N/A,62.82,12.74,0.41000000000000003,95920,N/A
2013,4,10,16,30,N/A,68.97,11.75,0.56,95950,N/A
2013,4,10,17,30,N/A,71.34,13.06,0.76,95870,N/A
2013,4,10,18,30,N/A,66.29,11.85,0.72,95850,N/A
2013,4,10,19,30,N/A,69.76,13.700000000000001,0.78,95770,N/A
2013,4,10,20,30,N/A,75.34,13.98,0.88,95750,N/A
2013,4,10,21,30,N/A,76.43,16.12,0.97,95600,N/A
2013,4,10,22,30,N/A,73.59,14.14,1.07,95580,N/A
2013,4,10,23,30,N/A,83.60000000000001,13.77,1.17,95610,N/A
2013,4,11,0,30,N/A,80.8,14.35,1.3,95370,N/A
2013,4,11,1,30,N/A,84.3,14.25,1.17,95360,N/A
2013,4,11,2,30,N/A,83.72,14.71,1.02,95280,N/A
2013,4,11,3,30,N/A,86.86,14.18,1.08,95190,N/A
2013,4,11,4,30,N/A,87.22,13.620000000000001,0.93,95180,N/A
2013,4,11,5,30,N/A,89.43,13.120000000000001,0.87,95150,N/A
2013,4,11,6,30,N/A,89.27,13.33,0.76,95100,N/A
2013,4,11,7,30,N/A,89.5,12.26,0.58,95070,N/A
2013,4,11,8,30,N/A,89.41,11.09,0.55,95060,N/A
2013,4,11,9,30,N/A,88.96000000000001,9.73,0.67,95050,N/A
2013,4,11,10,30,N/A,86.65,9.26,0.85,95020,N/A
2013,4,11,11,30,N/A,86.18,8.57,1.11,95020,N/A
2013,4,11,12,30,N/A,83.38,8.83,1.18,94980,N/A
2013,4,11,13,30,N/A,82.58,8.78,1.09,94950,N/A
2013,4,11,14,30,N/A,82.98,8.38,0.99,94940,N/A
2013,4,11,15,30,N/A,80.74,7.390000000000001,0.9500000000000001,94930,N/A
2013,4,11,16,30,N/A,82.04,7.38,0.79,94920,N/A
2013,4,11,17,30,N/A,79.08,7.47,0.29,94900,N/A
2013,4,11,18,30,N/A,87.03,8.38,0.11,94890,N/A
2013,4,11,19,30,N/A,85.35000000000001,8.19,-0.29,94880,N/A
2013,4,11,20,30,N/A,90.69,8.15,-0.51,94840,N/A
2013,4,11,21,30,N/A,99.91,6.28,-0.71,94790,N/A
2013,4,11,22,30,N/A,93.27,4.67,-0.84,94750,N/A
2013,4,11,23,30,N/A,131.86,3.23,0.1,94720,N/A
2013,4,12,0,30,N/A,145.42000000000002,2.43,0,94700,N/A
2013,4,12,1,30,N/A,171.25,1.61,-0.16,94680,N/A
2013,4,12,2,30,N/A,239.09,2.46,-0.02,94680,N/A
2013,4,12,3,30,N/A,257.83,3.95,-0.11,94660,N/A
2013,4,12,4,30,N/A,271.56,3.21,-0.56,94670,N/A
2013,4,12,5,30,N/A,294.93,3.27,-0.91,94680,N/A
2013,4,12,6,30,N/A,311.43,3.31,-1.28,94720,N/A
2013,4,12,7,30,N/A,298.78000000000003,3.65,-1.73,94770,N/A
2013,4,12,8,30,N/A,301.01,4.82,-0.79,94830,N/A
2013,4,12,9,30,N/A,300.84000000000003,5.21,0.53,94900,N/A
2013,4,12,10,30,N/A,293.87,6.12,1.4000000000000001,94930,N/A
2013,4,12,11,30,N/A,286.04,6.93,1.81,95020,N/A
2013,4,12,12,30,N/A,280.07,7.21,1.9000000000000001,95090,N/A
2013,4,12,13,30,N/A,288.31,6.83,2.84,95130,N/A
2013,4,12,14,30,N/A,301.45,8.41,2.31,95200,N/A
2013,4,12,15,30,N/A,316.75,6.78,1.19,95260,N/A
2013,4,12,16,30,N/A,267.83,8.31,1.75,95310,N/A
2013,4,12,17,30,N/A,275.28000000000003,6.36,2.05,95350,N/A
2013,4,12,18,30,N/A,291.27,8.58,0.64,95400,N/A
2013,4,12,19,30,N/A,281.69,7.7700000000000005,-0.03,95450,N/A
2013,4,12,20,30,N/A,283.61,9.56,-0.33,95470,N/A
2013,4,12,21,30,N/A,278.29,9.89,-1.27,95460,N/A
2013,4,12,22,30,N/A,276.90000000000003,9.950000000000001,-1.9100000000000001,95460,N/A
2013,4,12,23,30,N/A,273.92,9.41,-2.45,95470,N/A
2013,4,13,0,30,N/A,269.83,9.63,-2.79,95490,N/A
2013,4,13,1,30,N/A,267.32,9.700000000000001,-3.14,95510,N/A
2013,4,13,2,30,N/A,263.9,9.52,-3.36,95530,N/A
2013,4,13,3,30,N/A,275.53000000000003,9.18,-3.12,95560,N/A
2013,4,13,4,30,N/A,278.23,8.56,-3.15,95600,N/A
2013,4,13,5,30,N/A,280.68,8.99,-3.25,95640,N/A
2013,4,13,6,30,N/A,280.37,7.97,-3.16,95670,N/A
2013,4,13,7,30,N/A,283.69,7.74,-2.42,95740,N/A
2013,4,13,8,30,N/A,283.27,7.16,-1.45,95760,N/A
2013,4,13,9,30,N/A,280.01,7.63,-0.44,95800,N/A
2013,4,13,10,30,N/A,284.64,8.91,0.31,95820,N/A
2013,4,13,11,30,N/A,273.65000000000003,7.61,1.19,95830,N/A
2013,4,13,12,30,N/A,256.51,9.23,1.31,95840,N/A
2013,4,13,13,30,N/A,264.83,9.540000000000001,2.52,95830,N/A
2013,4,13,14,30,N/A,274.22,9.950000000000001,3.09,95850,N/A
2013,4,13,15,30,N/A,265.92,7.97,3.47,95860,N/A
2013,4,13,16,30,N/A,266.2,7.53,3.58,95870,N/A
2013,4,13,17,30,N/A,265.1,6.32,3.5300000000000002,95900,N/A
2013,4,13,18,30,N/A,317.49,3.84,2.75,95920,N/A
2013,4,13,19,30,N/A,319.89,4.96,2.54,95940,N/A
2013,4,13,20,30,N/A,347.44,3.91,2.07,95950,N/A
2013,4,13,21,30,N/A,4.48,3.63,1.95,95940,N/A
2013,4,13,22,30,N/A,46.33,3.2600000000000002,1.6600000000000001,95970,N/A
2013,4,13,23,30,N/A,68.12,4.46,1.19,95960,N/A
2013,4,14,0,30,N/A,77.91,5.62,1.03,95950,N/A
2013,4,14,1,30,N/A,93.58,6.03,0.38,95940,N/A
2013,4,14,2,30,N/A,100.46000000000001,6.91,0.19,95930,N/A
2013,4,14,3,30,N/A,107.91,7.8100000000000005,-0.4,95920,N/A
2013,4,14,4,30,N/A,97.18,8.84,-0.49,95860,N/A
2013,4,14,5,30,N/A,101.67,9.48,-0.15,95780,N/A
2013,4,14,6,30,N/A,101.32000000000001,9.65,-0.07,95780,N/A
2013,4,14,7,30,N/A,106.83,10.64,0.28,95710,N/A
2013,4,14,8,30,N/A,104.26,10.34,0.8300000000000001,95630,N/A
2013,4,14,9,30,N/A,100.41,10.08,1.5,95560,N/A
2013,4,14,10,30,N/A,106.01,10.67,2.43,95500,N/A
2013,4,14,11,30,N/A,101.11,9.5,3.83,95470,N/A
2013,4,14,12,30,N/A,101.23,10.47,6.18,95340,N/A
2013,4,14,13,30,N/A,112.59,13.14,8.83,95190,N/A
2013,4,14,14,30,N/A,116.05,14.34,10.040000000000001,95050,N/A
2013,4,14,15,30,N/A,118.96000000000001,14.11,10.82,94950,N/A
2013,4,14,16,30,N/A,113.92,12.55,10.85,94860,N/A
2013,4,14,17,30,N/A,105.75,12.89,10.65,94780,N/A
2013,4,14,18,30,N/A,103.35000000000001,15.5,9.24,94710,N/A
2013,4,14,19,30,N/A,117.67,16.15,10.32,94690,N/A
2013,4,14,20,30,N/A,136.81,12.32,11.55,94660,N/A
2013,4,14,21,30,N/A,290.34000000000003,7.21,11.36,94840,N/A
2013,4,14,22,30,N/A,264.28000000000003,8.49,9.91,94940,N/A
2013,4,14,23,30,N/A,241.58,5.29,10.700000000000001,94940,N/A
