SiteID,1745739,Site Timezone,-6,Data Timezone,0,Longitude,-87.6826171875,Latitude,35.2915306091
Year,Month,Day,Hour,Minute,power - DEPRECATED,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 100m (C),air pressure at 100m (Pa),density - DEPRECATED
2014,3,23,14,30,N/A,13.1,9.61,5.22,97580,N/A
2014,3,23,15,30,N/A,13.71,8.61,5.98,97630,N/A
2014,3,23,16,30,N/A,11.18,9.47,6.3500000000000005,97650,N/A
2014,3,23,17,30,N/A,8.52,8.8,7.0600000000000005,97650,N/A
2014,3,23,18,30,N/A,8.75,9.05,7.48,97650,N/A
2014,3,23,19,30,N/A,359.19,8.16,8.43,97640,N/A
2014,3,23,20,30,N/A,9.66,8.370000000000001,8.41,97630,N/A
2014,3,23,21,30,N/A,358.01,9.72,8.09,97640,N/A
2014,3,23,22,30,N/A,7.88,8.35,7.71,97680,N/A
2014,3,23,23,30,N/A,6.21,9.49,7,97710,N/A
2014,3,24,0,30,N/A,11.6,10.67,6.2700000000000005,97740,N/A
2014,3,24,1,30,N/A,16.86,8.51,5.7,97770,N/A
2014,3,24,2,30,N/A,18,8.66,5.09,97810,N/A
2014,3,24,3,30,N/A,26.580000000000002,8.58,4.55,97810,N/A
2014,3,24,4,30,N/A,30.1,7.61,4.0200000000000005,97790,N/A
2014,3,24,5,30,N/A,33.09,7.86,3.67,97760,N/A
2014,3,24,6,30,N/A,34.1,6.97,3.45,97760,N/A
2014,3,24,7,30,N/A,38.87,6.28,3.3200000000000003,97760,N/A
2014,3,24,8,30,N/A,41.18,6.53,3.09,97750,N/A
2014,3,24,9,30,N/A,40.24,6.09,2.84,97710,N/A
2014,3,24,10,30,N/A,46.81,5.71,2.77,97720,N/A
2014,3,24,11,30,N/A,49.46,5.19,2.65,97720,N/A
2014,3,24,12,30,N/A,52.480000000000004,4.5200000000000005,2.63,97720,N/A
2014,3,24,13,30,N/A,59.59,4.59,2.97,97720,N/A
2014,3,24,14,30,N/A,63.28,4.3500000000000005,3.87,97710,N/A
2014,3,24,15,30,N/A,65.43,3.92,5.12,97670,N/A
2014,3,24,16,30,N/A,64.21000000000001,3.5,6.390000000000001,97590,N/A
2014,3,24,17,30,N/A,48.19,3.02,7.62,97520,N/A
2014,3,24,18,30,N/A,26.1,3.12,8.81,97440,N/A
2014,3,24,19,30,N/A,16.17,3.62,9.36,97350,N/A
2014,3,24,20,30,N/A,26.77,2.5300000000000002,9.9,97270,N/A
2014,3,24,21,30,N/A,23.75,2.17,10.46,97200,N/A
2014,3,24,22,30,N/A,21.830000000000002,1.9100000000000001,10.31,97170,N/A
2014,3,24,23,30,N/A,11.450000000000001,2.98,10.06,97160,N/A
2014,3,25,0,30,N/A,17.34,5.16,9.450000000000001,97140,N/A
2014,3,25,1,30,N/A,16.95,5.87,8.82,97160,N/A
2014,3,25,2,30,N/A,10.77,7.3,8.120000000000001,97190,N/A
2014,3,25,3,30,N/A,13.33,7.75,7.3,97190,N/A
2014,3,25,4,30,N/A,14.450000000000001,7.51,6.69,97160,N/A
2014,3,25,5,30,N/A,19.34,6.19,6.11,97110,N/A
2014,3,25,6,30,N/A,19.39,5.63,5.59,97110,N/A
2014,3,25,7,30,N/A,4.74,5.66,5.13,97120,N/A
2014,3,25,8,30,N/A,4.36,6.22,4.6000000000000005,97130,N/A
2014,3,25,9,30,N/A,352.06,5.28,4.29,97130,N/A
2014,3,25,10,30,N/A,334.8,6.46,3.97,97160,N/A
2014,3,25,11,30,N/A,328.97,6.51,3.44,97190,N/A
2014,3,25,12,30,N/A,318.29,6.13,3.3200000000000003,97230,N/A
2014,3,25,13,30,N/A,315.64,8.75,3.5300000000000002,97250,N/A
2014,3,25,14,30,N/A,310.29,10.36,4.01,97290,N/A
2014,3,25,15,30,N/A,306.03000000000003,14.58,3.58,97350,N/A
2014,3,25,16,30,N/A,322.49,12.81,3,97390,N/A
2014,3,25,17,30,N/A,317.97,13.8,3.23,97410,N/A
2014,3,25,18,30,N/A,335.7,12.82,3.64,97440,N/A
2014,3,25,19,30,N/A,334.76,11.08,3.8000000000000003,97470,N/A
2014,3,25,20,30,N/A,322.72,9.9,3.7800000000000002,97490,N/A
2014,3,25,21,30,N/A,327.62,12.5,3.45,97510,N/A
2014,3,25,22,30,N/A,329.47,11.84,3.17,97550,N/A
2014,3,25,23,30,N/A,341.93,10.200000000000001,2.61,97600,N/A
2014,3,26,0,30,N/A,332.64,8.41,2.34,97630,N/A
2014,3,26,1,30,N/A,334.93,8.34,2.19,97660,N/A
2014,3,26,2,30,N/A,346.17,8.06,1.96,97700,N/A
2014,3,26,3,30,N/A,1.94,7.54,1.09,97750,N/A
2014,3,26,4,30,N/A,359.92,6.3500000000000005,0.56,97740,N/A
2014,3,26,5,30,N/A,1.97,5.6000000000000005,0.39,97760,N/A
2014,3,26,6,30,N/A,16.46,5.41,0.07,97820,N/A
2014,3,26,7,30,N/A,11.620000000000001,4.7700000000000005,-0.13,97850,N/A
2014,3,26,8,30,N/A,16.66,4.12,-0.35000000000000003,97880,N/A
2014,3,26,9,30,N/A,12.34,3.7600000000000002,-0.54,97910,N/A
2014,3,26,10,30,N/A,22.150000000000002,2.79,-0.61,97970,N/A
2014,3,26,11,30,N/A,16.240000000000002,3.33,-0.84,97990,N/A
2014,3,26,12,30,N/A,34.86,2.42,-0.91,98030,N/A
2014,3,26,13,30,N/A,59.57,2.62,-0.58,98080,N/A
2014,3,26,14,30,N/A,43.63,2.07,0.31,98080,N/A
2014,3,26,15,30,N/A,32.43,2,1.58,98080,N/A
2014,3,26,16,30,N/A,46.58,1.28,2.83,98020,N/A
2014,3,26,17,30,N/A,45.050000000000004,1.82,4.33,97970,N/A
2014,3,26,18,30,N/A,78.54,1.25,5.89,97930,N/A
2014,3,26,19,30,N/A,168.93,3.17,7.07,97900,N/A
2014,3,26,20,30,N/A,119.13,1.76,8.03,97820,N/A
2014,3,26,21,30,N/A,155.05,2.48,8.63,97760,N/A
2014,3,26,22,30,N/A,174.26,4.3100000000000005,8.67,97710,N/A
2014,3,26,23,30,N/A,163.98,4.93,8.32,97670,N/A
2014,3,27,0,30,N/A,160.15,5.69,7.76,97670,N/A
2014,3,27,1,30,N/A,149.26,5.94,7.41,97660,N/A
2014,3,27,2,30,N/A,141.28,7.2,7.29,97630,N/A
2014,3,27,3,30,N/A,150.64000000000001,8.18,7.2,97590,N/A
2014,3,27,4,30,N/A,162.09,8.790000000000001,7.47,97510,N/A
2014,3,27,5,30,N/A,169.66,8.700000000000001,7.69,97500,N/A
2014,3,27,6,30,N/A,168.52,9.05,7.76,97510,N/A
2014,3,27,7,30,N/A,168.93,9.59,7.6000000000000005,97480,N/A
2014,3,27,8,30,N/A,163.04,10.71,7.5,97420,N/A
2014,3,27,9,30,N/A,169.41,10.19,7.59,97430,N/A
2014,3,27,10,30,N/A,167.8,11.32,7.5200000000000005,97410,N/A
2014,3,27,11,30,N/A,167.73,11.82,7.46,97400,N/A
2014,3,27,12,30,N/A,165.82,13.24,7.48,97390,N/A
2014,3,27,13,30,N/A,165.42000000000002,13.31,7.53,97390,N/A
2014,3,27,14,30,N/A,164.79,14.24,7.67,97370,N/A
2014,3,27,15,30,N/A,169.76,15.9,8.35,97300,N/A
2014,3,27,16,30,N/A,170.67000000000002,14.52,10.17,97240,N/A
2014,3,27,17,30,N/A,172.3,14.32,11.78,97180,N/A
2014,3,27,18,30,N/A,173.02,13.63,13.48,97140,N/A
2014,3,27,19,30,N/A,169.29,13.31,14.8,97070,N/A
2014,3,27,20,30,N/A,175.57,13.99,15.97,97000,N/A
2014,3,27,21,30,N/A,178.62,14.73,16.21,96910,N/A
2014,3,27,22,30,N/A,174.94,14.780000000000001,15.860000000000001,96870,N/A
2014,3,27,23,30,N/A,168.73,17.59,15.36,96770,N/A
2014,3,28,0,30,N/A,169.91,17.47,15.44,96760,N/A
2014,3,28,1,30,N/A,176.49,17.85,15.76,96790,N/A
2014,3,28,2,30,N/A,203.67000000000002,13.17,14.61,96950,N/A
2014,3,28,3,30,N/A,181.02,21.06,13.450000000000001,96690,N/A
2014,3,28,4,30,N/A,182.5,18.47,12.36,96680,N/A
2014,3,28,5,30,N/A,185.52,21.43,13.120000000000001,96620,N/A
2014,3,28,6,30,N/A,177.13,20.54,12.64,96520,N/A
2014,3,28,7,30,N/A,182.47,18.64,12.780000000000001,96680,N/A
2014,3,28,8,30,N/A,186.65,16.29,12.59,96720,N/A
2014,3,28,9,30,N/A,190.29,13.84,12.69,96790,N/A
2014,3,28,10,30,N/A,187.09,11.040000000000001,12.82,96830,N/A
2014,3,28,11,30,N/A,186.84,10.17,12.950000000000001,96830,N/A
2014,3,28,12,30,N/A,194.34,9.77,13.780000000000001,96800,N/A
2014,3,28,13,30,N/A,199.37,9.700000000000001,13.8,96890,N/A
2014,3,28,14,30,N/A,160.49,2.23,13.950000000000001,96900,N/A
2014,3,28,15,30,N/A,222.77,5.22,16.37,96940,N/A
2014,3,28,16,30,N/A,198.24,5.48,16.86,96960,N/A
2014,3,28,17,30,N/A,205.94,5.11,17.95,96980,N/A
2014,3,28,18,30,N/A,165.55,5.5200000000000005,18.39,96940,N/A
2014,3,28,19,30,N/A,154.41,5.71,18.67,96980,N/A
2014,3,28,20,30,N/A,157.41,5.55,18.69,96920,N/A
2014,3,28,21,30,N/A,135.49,6.68,18.240000000000002,96840,N/A
2014,3,28,22,30,N/A,146.47,6.3500000000000005,17.94,96810,N/A
2014,3,28,23,30,N/A,132.19,8.120000000000001,17.13,96780,N/A
2014,3,29,0,30,N/A,125.05,7.890000000000001,16.36,96790,N/A
2014,3,29,1,30,N/A,138.82,10.49,16.09,96740,N/A
2014,3,29,2,30,N/A,135.96,7.930000000000001,16,96740,N/A
2014,3,29,3,30,N/A,129.09,6.03,15.780000000000001,96750,N/A
2014,3,29,4,30,N/A,101.15,6.63,15.09,96610,N/A
2014,3,29,5,30,N/A,110.47,9.25,14.41,96510,N/A
2014,3,29,6,30,N/A,165.93,8.620000000000001,14.780000000000001,96480,N/A
2014,3,29,7,30,N/A,310.75,14.8,13.530000000000001,96510,N/A
2014,3,29,8,30,N/A,336.11,9.450000000000001,12.68,96490,N/A
2014,3,29,9,30,N/A,326.54,9.49,12.41,96510,N/A
2014,3,29,10,30,N/A,319.51,8.120000000000001,12.23,96540,N/A
2014,3,29,11,30,N/A,311.19,9.27,12.1,96580,N/A
2014,3,29,12,30,N/A,326.74,10.94,10.63,96620,N/A
2014,3,29,13,30,N/A,342.44,10.5,9.63,96710,N/A
2014,3,29,14,30,N/A,351.18,10.28,8.83,96830,N/A
2014,3,29,15,30,N/A,340.06,10.35,9.11,96870,N/A
2014,3,29,16,30,N/A,339.61,11.36,9.15,96910,N/A
2014,3,29,17,30,N/A,332.23,11.24,9.450000000000001,96980,N/A
2014,3,29,18,30,N/A,334.23,11.27,9.86,97000,N/A
2014,3,29,19,30,N/A,329.75,10.73,10.57,97040,N/A
2014,3,29,20,30,N/A,341.23,9.61,10.98,97080,N/A
2014,3,29,21,30,N/A,326.84000000000003,9.39,10.84,97130,N/A
2014,3,29,22,30,N/A,324.04,9.98,10.67,97200,N/A
2014,3,29,23,30,N/A,333.90000000000003,11.74,9.67,97250,N/A
2014,3,30,0,30,N/A,344.16,9.11,9.47,97320,N/A
2014,3,30,1,30,N/A,344.95,10.97,9.120000000000001,97360,N/A
2014,3,30,2,30,N/A,350.27,11.26,8.57,97410,N/A
2014,3,30,3,30,N/A,351.13,11.23,8.26,97420,N/A
2014,3,30,4,30,N/A,353.15000000000003,10.18,7.8,97410,N/A
2014,3,30,5,30,N/A,358.59000000000003,9.32,7.47,97460,N/A
2014,3,30,6,30,N/A,357.02,9.05,7.26,97490,N/A
2014,3,30,7,30,N/A,355.64,8.9,7.0600000000000005,97510,N/A
2014,3,30,8,30,N/A,358.83,8.21,6.83,97560,N/A
2014,3,30,9,30,N/A,358.91,8.22,6.5,97590,N/A
2014,3,30,10,30,N/A,355.58,7.58,6.16,97630,N/A
2014,3,30,11,30,N/A,355.23,6.28,5.84,97660,N/A
2014,3,30,12,30,N/A,356.94,6.78,5.38,97700,N/A
2014,3,30,13,30,N/A,1.1,5.68,5.5600000000000005,97750,N/A
2014,3,30,14,30,N/A,0.6,4.83,6.5200000000000005,97760,N/A
2014,3,30,15,30,N/A,2.83,4.33,7.92,97760,N/A
2014,3,30,16,30,N/A,9.09,3.37,9.540000000000001,97730,N/A
2014,3,30,17,30,N/A,341.38,3.7600000000000002,11.43,97670,N/A
2014,3,30,18,30,N/A,328.97,3.17,12.76,97660,N/A
2014,3,30,19,30,N/A,325.29,3.94,13.77,97620,N/A
2014,3,30,20,30,N/A,325.01,3.6,14.370000000000001,97590,N/A
2014,3,30,21,30,N/A,328.01,3.5500000000000003,14.65,97550,N/A
2014,3,30,22,30,N/A,326.71,3.11,14.61,97530,N/A
2014,3,30,23,30,N/A,324.42,2.19,14.38,97520,N/A
2014,3,31,0,30,N/A,345.02,1.24,14.02,97520,N/A
2014,3,31,1,30,N/A,58.910000000000004,1.42,13.89,97510,N/A
2014,3,31,2,30,N/A,80.05,1.77,13.67,97500,N/A
2014,3,31,3,30,N/A,81.5,2.1,13.5,97500,N/A
2014,3,31,4,30,N/A,104.4,3.1,13.21,97480,N/A
2014,3,31,5,30,N/A,110.59,3.65,12.68,97470,N/A
2014,3,31,6,30,N/A,131.18,4.5,12.41,97490,N/A
2014,3,31,7,30,N/A,137.76,5.14,11.83,97490,N/A
2014,3,31,8,30,N/A,140.64000000000001,5.97,11.4,97500,N/A
2014,3,31,9,30,N/A,152.19,5.84,11.1,97480,N/A
2014,3,31,10,30,N/A,149.77,6.01,10.94,97500,N/A
2014,3,31,11,30,N/A,151.96,6.38,10.9,97510,N/A
2014,3,31,12,30,N/A,153.45000000000002,6.82,10.66,97510,N/A
2014,3,31,13,30,N/A,155.35,6.51,10.85,97520,N/A
2014,3,31,14,30,N/A,160.11,5.54,12.1,97510,N/A
2014,3,31,15,30,N/A,160.99,5.08,13.94,97490,N/A
2014,3,31,16,30,N/A,166.03,4.93,15.58,97420,N/A
2014,3,31,17,30,N/A,175.8,5,17.05,97360,N/A
2014,3,31,18,30,N/A,176.05,5.3100000000000005,18.07,97310,N/A
2014,3,31,19,30,N/A,182.33,5.6000000000000005,19.02,97280,N/A
2014,3,31,20,30,N/A,190.44,6.71,19.69,97230,N/A
2014,3,31,21,30,N/A,187.13,6.76,20.12,97170,N/A
2014,3,31,22,30,N/A,183.49,7.38,19.98,97150,N/A
2014,3,31,23,30,N/A,188.19,9.3,19.55,97140,N/A
2014,4,1,0,30,N/A,193.29,9.97,18.71,97130,N/A
2014,4,1,1,30,N/A,200.91,11.34,18.45,97190,N/A
2014,4,1,2,30,N/A,209.08,10.72,17.830000000000002,97240,N/A
2014,4,1,3,30,N/A,213.99,11.370000000000001,17,97240,N/A
2014,4,1,4,30,N/A,207.91,10.64,15.5,97190,N/A
2014,4,1,5,30,N/A,196,10.6,14.96,97130,N/A
2014,4,1,6,30,N/A,193.79,10.35,15.72,97160,N/A
2014,4,1,7,30,N/A,201.05,9.41,14.96,97220,N/A
2014,4,1,8,30,N/A,209.70000000000002,11.1,15.51,97230,N/A
2014,4,1,9,30,N/A,220.47,10.86,14.82,97230,N/A
2014,4,1,10,30,N/A,216.78,10,14.35,97240,N/A
2014,4,1,11,30,N/A,226.21,10.41,14.18,97260,N/A
2014,4,1,12,30,N/A,226.38,10.34,14.24,97280,N/A
2014,4,1,13,30,N/A,235.69,7.92,14.32,97330,N/A
2014,4,1,14,30,N/A,246,6.3,15.83,97340,N/A
2014,4,1,15,30,N/A,244.34,4.67,17.42,97340,N/A
2014,4,1,16,30,N/A,243.62,4.43,18.66,97310,N/A
2014,4,1,17,30,N/A,237.85,4.26,19.8,97280,N/A
2014,4,1,18,30,N/A,217.62,4.36,20.82,97250,N/A
2014,4,1,19,30,N/A,206.07,5.16,21.61,97220,N/A
2014,4,1,20,30,N/A,221.96,4.7,21.62,97180,N/A
2014,4,1,21,30,N/A,209.94,5.8,21.63,97160,N/A
2014,4,1,22,30,N/A,204.88,6.32,21.47,97170,N/A
2014,4,1,23,30,N/A,208.63,5.7700000000000005,20.89,97170,N/A
2014,4,2,0,30,N/A,210.08,7.86,20.61,97180,N/A
2014,4,2,1,30,N/A,212.08,10.63,20.36,97200,N/A
2014,4,2,2,30,N/A,214.17000000000002,10.72,19.92,97200,N/A
2014,4,2,3,30,N/A,211.47,11.07,20.1,97200,N/A
2014,4,2,4,30,N/A,208.43,10.47,19.55,97150,N/A
2014,4,2,5,30,N/A,210.82,10.67,18.89,97130,N/A
2014,4,2,6,30,N/A,216.14000000000001,10.14,18.77,97130,N/A
2014,4,2,7,30,N/A,214.27,9.55,18.43,97150,N/A
2014,4,2,8,30,N/A,212.44,9.290000000000001,18.25,97150,N/A
2014,4,2,9,30,N/A,202.41,9.26,16.94,97150,N/A
2014,4,2,10,30,N/A,202.62,9.450000000000001,16.95,97180,N/A
2014,4,2,11,30,N/A,194.95000000000002,9.26,14.85,97190,N/A
2014,4,2,12,30,N/A,198.33,8.27,13.71,97220,N/A
2014,4,2,13,30,N/A,193.73000000000002,5.5,13.950000000000001,97250,N/A
2014,4,2,14,30,N/A,203.73000000000002,5.03,17.3,97250,N/A
2014,4,2,15,30,N/A,204.72,5.57,18.64,97240,N/A
2014,4,2,16,30,N/A,210.37,5.33,19.96,97210,N/A
2014,4,2,17,30,N/A,213.23000000000002,5.62,20.88,97180,N/A
2014,4,2,18,30,N/A,218.74,6.16,21.37,97160,N/A
2014,4,2,19,30,N/A,223.68,5.66,22.32,97140,N/A
2014,4,2,20,30,N/A,204.49,5.54,22.66,97090,N/A
2014,4,2,21,30,N/A,182.25,5.84,22.61,97050,N/A
2014,4,2,22,30,N/A,201.70000000000002,7.01,21.98,97090,N/A
2014,4,2,23,30,N/A,175.08,8.16,21.21,97010,N/A
2014,4,3,0,30,N/A,186.44,10.16,20.28,97050,N/A
2014,4,3,1,30,N/A,199.47,10.66,18.64,97070,N/A
2014,4,3,2,30,N/A,199.19,14.99,16.77,97120,N/A
2014,4,3,3,30,N/A,187.74,19,18.1,96970,N/A
2014,4,3,4,30,N/A,180.54,13.25,17.740000000000002,96960,N/A
2014,4,3,5,30,N/A,175.67000000000002,12.540000000000001,18.38,96960,N/A
2014,4,3,6,30,N/A,169.6,10.18,17.27,96950,N/A
2014,4,3,7,30,N/A,182.35,11.46,17.01,96960,N/A
2014,4,3,8,30,N/A,185.58,11.64,16.36,96940,N/A
2014,4,3,9,30,N/A,172.70000000000002,11.64,16.15,96830,N/A
2014,4,3,10,30,N/A,173.77,12.13,15.14,96860,N/A
2014,4,3,11,30,N/A,174.01,11.32,14.42,96870,N/A
2014,4,3,12,30,N/A,174.31,11.51,13.66,96850,N/A
2014,4,3,13,30,N/A,194.70000000000002,11.11,14.02,96910,N/A
2014,4,3,14,30,N/A,195.26,10.86,15.16,96900,N/A
2014,4,3,15,30,N/A,197.11,9.96,17.32,96840,N/A
2014,4,3,16,30,N/A,201.29,10.450000000000001,19.490000000000002,96790,N/A
2014,4,3,17,30,N/A,212.56,10.290000000000001,21.19,96770,N/A
2014,4,3,18,30,N/A,217.32,10.25,22.35,96740,N/A
2014,4,3,19,30,N/A,212.63,8.89,23.38,96680,N/A
2014,4,3,20,30,N/A,209.92000000000002,9.65,24.11,96640,N/A
2014,4,3,21,30,N/A,206.67000000000002,10.03,24.39,96600,N/A
2014,4,3,22,30,N/A,200.58,10.24,24.16,96600,N/A
2014,4,3,23,30,N/A,194.06,10.02,23.98,96580,N/A
2014,4,4,0,30,N/A,190,12.98,23.02,96560,N/A
2014,4,4,1,30,N/A,184.32,12.540000000000001,21.87,96530,N/A
2014,4,4,2,30,N/A,181.21,13.63,20.990000000000002,96430,N/A
2014,4,4,3,30,N/A,189.05,14.93,20.42,96420,N/A
2014,4,4,4,30,N/A,192.20000000000002,15.860000000000001,19.79,96330,N/A
2014,4,4,5,30,N/A,196.89000000000001,16.23,18.95,96360,N/A
2014,4,4,6,30,N/A,203.42000000000002,15.040000000000001,18.240000000000002,96370,N/A
2014,4,4,7,30,N/A,206.8,15.52,17.64,96380,N/A
2014,4,4,8,30,N/A,217.62,14.49,17.22,96360,N/A
2014,4,4,9,30,N/A,268.86,13.97,16.43,96450,N/A
2014,4,4,10,30,N/A,255.49,9.19,15.47,96470,N/A
2014,4,4,11,30,N/A,237.02,7.28,15.1,96450,N/A
2014,4,4,12,30,N/A,251.93,6.6000000000000005,14.88,96510,N/A
2014,4,4,13,30,N/A,200.39000000000001,3.61,15.040000000000001,96440,N/A
2014,4,4,14,30,N/A,277.12,9.06,15.15,96490,N/A
2014,4,4,15,30,N/A,284.99,8.45,14.48,96570,N/A
2014,4,4,16,30,N/A,278.90000000000003,9.34,14.83,96610,N/A
2014,4,4,17,30,N/A,280.97,10.02,16.080000000000002,96630,N/A
2014,4,4,18,30,N/A,276.68,9.57,16.41,96680,N/A
2014,4,4,19,30,N/A,282.58,9.6,16.47,96720,N/A
2014,4,4,20,30,N/A,271.9,9.38,16.28,96750,N/A
2014,4,4,21,30,N/A,282.49,10.73,15.15,96790,N/A
2014,4,4,22,30,N/A,292.46,10.06,14.66,96850,N/A
2014,4,4,23,30,N/A,294.17,10.120000000000001,14.07,96880,N/A
2014,4,5,0,30,N/A,307.57,9.36,13.280000000000001,96940,N/A
2014,4,5,1,30,N/A,321.63,10.64,12.23,97010,N/A
2014,4,5,2,30,N/A,331.52,9.620000000000001,11.27,97080,N/A
2014,4,5,3,30,N/A,335.63,8.33,10.620000000000001,97120,N/A
2014,4,5,4,30,N/A,334.29,7.92,10.21,97090,N/A
2014,4,5,5,30,N/A,346.89,8.22,9.76,97160,N/A
2014,4,5,6,30,N/A,358.97,8.22,8.91,97220,N/A
2014,4,5,7,30,N/A,4.82,6.69,8.17,97260,N/A
2014,4,5,8,30,N/A,7.58,7.15,7.61,97290,N/A
2014,4,5,9,30,N/A,18.66,8.42,6.98,97310,N/A
2014,4,5,10,30,N/A,19.91,7.19,6.5200000000000005,97340,N/A
2014,4,5,11,30,N/A,20.16,7.24,5.92,97370,N/A
2014,4,5,12,30,N/A,18.330000000000002,7.16,5.67,97400,N/A
2014,4,5,13,30,N/A,27.29,6.66,5.7700000000000005,97440,N/A
2014,4,5,14,30,N/A,14.49,5.4,6.58,97460,N/A
2014,4,5,15,30,N/A,23.45,4.63,7.62,97450,N/A
2014,4,5,16,30,N/A,16.39,3.94,8.21,97440,N/A
2014,4,5,17,30,N/A,30.12,2.81,9.9,97400,N/A
2014,4,5,18,30,N/A,41.2,4.21,10.68,97380,N/A
2014,4,5,19,30,N/A,7.19,3.7,11.49,97350,N/A
2014,4,5,20,30,N/A,38.89,3.3000000000000003,12.19,97310,N/A
2014,4,5,21,30,N/A,8.19,3.69,12.77,97280,N/A
2014,4,5,22,30,N/A,43.06,4.3100000000000005,12.950000000000001,97260,N/A
2014,4,5,23,30,N/A,34.75,3.71,12.64,97260,N/A
2014,4,6,0,30,N/A,44.13,4.96,12.31,97240,N/A
2014,4,6,1,30,N/A,48.95,6.72,11.71,97250,N/A
2014,4,6,2,30,N/A,56.2,6.12,11.08,97260,N/A
2014,4,6,3,30,N/A,66.26,5.55,10.57,97270,N/A
2014,4,6,4,30,N/A,66.13,5.4,10.290000000000001,97240,N/A
2014,4,6,5,30,N/A,61.28,5.99,9.99,97220,N/A
2014,4,6,6,30,N/A,65.32000000000001,6.5,9.84,97200,N/A
2014,4,6,7,30,N/A,68.32000000000001,6.61,9.56,97190,N/A
2014,4,6,8,30,N/A,74.81,6.9,9.4,97130,N/A
2014,4,6,9,30,N/A,70.9,6.61,9.13,97110,N/A
2014,4,6,10,30,N/A,73.17,6.21,9,97110,N/A
2014,4,6,11,30,N/A,62.06,6.46,8.64,97070,N/A
2014,4,6,12,30,N/A,74.67,5.46,8.52,97100,N/A
2014,4,6,13,30,N/A,95.61,3.7600000000000002,9.68,97130,N/A
2014,4,6,14,30,N/A,121.89,2.23,11.57,97120,N/A
2014,4,6,15,30,N/A,131.95,4.15,13.18,97000,N/A
2014,4,6,16,30,N/A,125.44,3.2600000000000002,14.47,96920,N/A
2014,4,6,17,30,N/A,146.16,4.39,15.91,96860,N/A
2014,4,6,18,30,N/A,129.41,4.86,17.2,96830,N/A
2014,4,6,19,30,N/A,135.32,4.23,18.34,96660,N/A
2014,4,6,20,30,N/A,123.69,4.82,19.01,96570,N/A
2014,4,6,21,30,N/A,157.89000000000001,5.54,19.45,96570,N/A
2014,4,6,22,30,N/A,141.5,4.08,17.900000000000002,96540,N/A
2014,4,6,23,30,N/A,157.08,7.28,15.43,96510,N/A
2014,4,7,0,30,N/A,120.86,4.71,14.620000000000001,96380,N/A
2014,4,7,1,30,N/A,117.7,7.04,14.71,96320,N/A
2014,4,7,2,30,N/A,112.83,4.96,14.9,96280,N/A
2014,4,7,3,30,N/A,125.75,7.57,15.02,96170,N/A
2014,4,7,4,30,N/A,109.64,7.62,14.89,95950,N/A
2014,4,7,5,30,N/A,150.42000000000002,4.36,14.58,96050,N/A
2014,4,7,6,30,N/A,143.24,4.48,14.71,96080,N/A
2014,4,7,7,30,N/A,139.42000000000002,11.33,13.6,95890,N/A
2014,4,7,8,30,N/A,136.92000000000002,10.3,13.3,95780,N/A
2014,4,7,9,30,N/A,150.51,17.03,13.66,95700,N/A
2014,4,7,10,30,N/A,202.78,14.32,16.03,95600,N/A
2014,4,7,11,30,N/A,211.63,12.13,15.99,95640,N/A
2014,4,7,12,30,N/A,171.51,10.23,14.06,95610,N/A
2014,4,7,13,30,N/A,199.42000000000002,10.38,14.950000000000001,95660,N/A
2014,4,7,14,30,N/A,219.3,11.52,15.200000000000001,95640,N/A
2014,4,7,15,30,N/A,232.12,12.31,14.96,95670,N/A
2014,4,7,16,30,N/A,248.11,12.44,14.200000000000001,95670,N/A
2014,4,7,17,30,N/A,248.67000000000002,10.78,12.39,95740,N/A
2014,4,7,18,30,N/A,245.68,9.85,12.13,95810,N/A
2014,4,7,19,30,N/A,262.25,11.31,11.950000000000001,95860,N/A
2014,4,7,20,30,N/A,271.81,11.71,10.66,95920,N/A
2014,4,7,21,30,N/A,278.94,9.370000000000001,10.290000000000001,96000,N/A
2014,4,7,22,30,N/A,280,10.15,9.36,96090,N/A
2014,4,7,23,30,N/A,285.13,8.94,9.040000000000001,96150,N/A
2014,4,8,0,30,N/A,289.09000000000003,8.5,8.78,96200,N/A
2014,4,8,1,30,N/A,285.49,7.58,8.84,96260,N/A
2014,4,8,2,30,N/A,285.01,7.09,8.89,96310,N/A
2014,4,8,3,30,N/A,289.19,6.9,8.88,96330,N/A
2014,4,8,4,30,N/A,296.91,7.96,9.19,96310,N/A
2014,4,8,5,30,N/A,302.6,7.45,9.28,96330,N/A
2014,4,8,6,30,N/A,302.19,6.67,9.32,96320,N/A
2014,4,8,7,30,N/A,295.63,5.0600000000000005,9.35,96380,N/A
2014,4,8,8,30,N/A,296.27,4.15,9.77,96340,N/A
2014,4,8,9,30,N/A,283.09000000000003,2.83,9.89,96330,N/A
2014,4,8,10,30,N/A,246.45000000000002,3.5500000000000003,9.97,96340,N/A
2014,4,8,11,30,N/A,242.97,4.7,10.370000000000001,96350,N/A
2014,4,8,12,30,N/A,247.96,5.4,10.620000000000001,96360,N/A
2014,4,8,13,30,N/A,251.03,4.33,11.18,96360,N/A
2014,4,8,14,30,N/A,262.46,4.11,12.38,96370,N/A
2014,4,8,15,30,N/A,290.04,3.7600000000000002,13.3,96330,N/A
2014,4,8,16,30,N/A,241.44,3.08,14.05,96290,N/A
2014,4,8,17,30,N/A,310.78000000000003,3.0500000000000003,14.8,96270,N/A
